序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1882,300447,全信股份,南京全信传输科技股份有限公司,南京市,鼓楼区,5.67亿,1.28亿,672,2015-04-22,,,其他输变电设备,--,从事军用光电线缆及组件、光电元器件、FC光纤网络通信系统、光电集成设备等系列产品的研发、生产和销售业务
1883,300448,浩云科技,浩云科技股份有限公司,广州市,番禺区,5.70亿,1.19亿,1355,2015-04-24,--,,电子零部件,--,"将大数据、云计算、边缘计算、人工智能和区块链等多种技术作为公司的技术支撑体系,与公司持续研究的智慧物联网数据平台(又称“低代码平台”)、UWB应用相结合,为客户提供以物联网低代码开发平台为核心,智能感知终端为配套,大数据运营为服务的多位一体的行业综合解决方案,广泛应用于金融物联、公共安全、智慧司法、泛在电力物联网等行业领域。"
1884,300449,汉邦高科,北京汉邦高科数字技术股份有限公司,北京市,海淀区,6.91亿,4753.86万,527,2015-04-22,,,专用计算机设备,--,安防行业数字视频监控产品和整体解决方案的研发、生产和销售
1885,300450,先导智能,无锡先导智能装备股份有限公司,无锡市,滨湖区,21.77亿,5.38亿,6759,2015-05-18,--,,其他通用机械,--,薄膜电容器、锂电池、光伏电池/组件等节能环保及新能源产品的生产制造厂商提供设备及解决方案。
1886,300451,创业慧康,创业慧康科技股份有限公司,杭州市,滨江区,11.53亿,1.69亿,3194,2015-05-14,,,行业应用软件,--,"医疗卫生行业的信息化建设业务,主要分为医疗卫生信息化应用软件和基于信息技术的系统集成业务。"
1887,300452,山河药辅,安徽山河药用辅料股份有限公司,淮南市,田家庵区,3.39亿,5288.36万,844,2015-05-15,,,化学原料药,--,药用辅料的研发、生产和销售
1888,300453,三鑫医疗,江西三鑫医疗科技股份有限公司,南昌市,南昌县,4.04亿,4236.42万,1733,2015-05-15,,,医疗器械,--,一次性使用无菌注输类医疗器械的研发、生产和销售
1889,300454,深信服,深信服科技股份有限公司,深圳市,深圳市,24.72亿,5.74亿,6106,2018-05-16,,,--,--,向企业级用户提供信息安全、云计算、基础网络及物联网领域相关的产品和解决方案
1890,300455,康拓红外,北京康拓红外技术股份有限公司,北京市,海淀区,2.95亿,7175.65万,575,2015-05-15,,,专用计算机设备,--,从事铁路车辆运行安全检测领域和机车车辆检修领域相关设备的研发、生产、销售、安装和服务。
1891,300456,赛微电子,北京赛微电子股份有限公司,北京市,西城区,6.01亿,5815.23万,805,2015-05-14,,,航空装备,--,惯性导航产品、卫星导航产品的研发、生产与销售，MEMS芯片的工艺开发及晶圆制造、航空电子系统
1892,300457,赢合科技,深圳市赢合科技股份有限公司,深圳市,宝安区,15.86亿,2.26亿,2745,2015-05-14,,,其他专用机械,--,锂离子电池自动化生产设备的研发、设计、制造、销售与服务
1893,300458,全志科技,珠海全志科技股份有限公司,珠海市,珠海市,12.01亿,-174.11万,615,2015-05-15,,,集成电路,--,智能应用处理器SoC、高性能模拟器件和无线互联芯片的研发与设计。
1894,300459,金科文化,浙江金科文化产业股份有限公司,杭州市,杭州市,13.96亿,4.09亿,1131,2015-05-15,--,,其他化学制品,--,移动互联网文化产业业务
1895,300460,惠伦晶体,广东惠伦晶体科技股份有限公司,东莞市,东莞市,3.63亿,2335.69万,709,2015-05-15,,,电子元件,--,设计、生产和销售新型电子元器件(频率控制与选择元器件)
1896,300461,田中精机,浙江田中精机股份有限公司,嘉兴市,嘉善县,5.04亿,4961.81万,542,2015-05-19,,,其他专用机械,--,从事数控自动化电子线圈生产设备的研发、生产和销售
1897,300462,华铭智能,上海华铭智能终端设备股份有限公司,上海市,松江区,2.41亿,4403.68万,1199,2015-05-27,,,专用计算机设备,--,自动售检票系统终端设备的研发、生产、销售与维护
1898,300463,迈克生物,迈克生物股份有限公司,成都市,成都市,19.70亿,4.08亿,2353,2015-05-28,--,,生物医药,--,体外诊断产品研发、生产、销售和服务
1899,300464,星徽精密,广东星徽精密制造股份有限公司,佛山市,顺德区,5.26亿,1508.69万,1816,2015-06-10,,,金属制品,--,专业精密金属连接件研发、设计、生产、销售及服务
1900,300465,高伟达,高伟达软件股份有限公司,北京市,海淀区,13.20亿,3408.36万,3203,2015-05-28,,,行业应用软件,--,提供IT解决方案、IT运维服务以及系统集成服务
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1901,300466,赛摩智能,赛摩智能科技集团股份有限公司,徐州市,鼓楼区,4.56亿,2536.12万,1187,2015-05-28,,,电气仪表,--,为散料工厂智能化提供智能装备及系统解决方案。
1902,300467,迅游科技,四川迅游网络科技股份有限公司,成都市,武侯区,2.78亿,1.01亿,342,2015-05-27,,,游戏,--,网游等互联网实时交互应用提供网络加速服务；向全球移动互联网市场推出移动客户端软件产品
1903,300468,四方精创,深圳四方精创资讯股份有限公司,深圳市,南山区,5.08亿,8816.34万,2017,2015-05-27,,,行业应用软件,--,为境内外商业银行提供IT服务外包
1904,300469,信息发展,上海信联信息发展股份有限公司,上海市,静安区,5.64亿,3281.19万,1280,2015-06-11,,,其他软件服务,--,从事面向档案、食品流通追溯、政法等领域的信息化系统开发与服务，向客户提供信息化系统规划咨询、软硬件产品开发、系统集成、运行维护和推广等相关整体解决方案。
1905,300470,中密控股,中密控股股份有限公司,成都市,武侯区,4.96亿,1.20亿,1099,2015-06-12,,,其他通用机械,--,"各类机械密封的设计、研发、制造和销售,并为客户提供技术咨询、技术培训、现场安装、维修等售前、售中和售后全方位技术服务"
1906,300471,厚普股份,厚普清洁能源股份有限公司,成都市,武侯区,7.39亿,2962.29万,729,2015-06-11,,,其他专用机械,--,开发、销售压缩天然气加气站设备及液化天然气加气站成套设备等。
1907,300472,新元科技,万向新元科技股份有限公司,北京市,海淀区,3.03亿,2293.33万,733,2015-06-11,,,工程机械,--,提供工业智能化输送、配料成套解决方案
1908,300473,德尔股份,阜新德尔汽车部件股份有限公司,阜新市,阜新市,25.41亿,1.34亿,4562,2015-06-12,,,汽车零部件,--,从事汽车转向泵、齿轮泵、自动变速箱油泵、电动助力转向系统(EPS)电机、电液泵和无钥匙进入及启动系统等产品的研发、生产和销售。
1909,300474,景嘉微,长沙景嘉微电子股份有限公司,长沙市,岳麓区,3.06亿,1.19亿,723,2016-03-31,,,电子零部件,--,高可靠军用电子产品的研发、生产和销售
1910,300475,聚隆科技,安徽聚隆传动科技股份有限公司,宣城市,宁国市,4.77亿,8539.21万,655,2015-06-10,,,冰箱、洗衣机,--,新型、高效节能洗衣机减速离合器研发、生产、销售
1911,300476,胜宏科技,胜宏科技(惠州)股份有限公司,惠州市,惠阳区,24.42亿,2.82亿,6087,2015-06-11,,,印制电路板,--,高密度印制线路板的研发、生产和销售
1912,300477,合纵科技,北京合纵科技股份有限公司,北京市,海淀区,21.09亿,1.31亿,1594,2015-06-10,,,其他输变电设备,--,"面向国内电力网络、市政建设、铁路、城市轨道交通等诸多领域,生产和销售户外中高压配电和控制设备"
1913,300478,杭州高新,杭州高新橡塑材料股份有限公司,杭州市,余杭区,6.52亿,4233.42万,426,2015-06-10,,,塑料制品,--,线缆用高分子材料的研发、生产和销售
1914,300479,神思电子,神思电子技术股份有限公司,济南市,历下区,3.56亿,3048.75万,651,2015-06-12,--,,软件,--,智能身份认证终端和行业应用软件的研发、生产、销售与服务
1915,300480,光力科技,光力科技股份有限公司,郑州市,中原区,1.92亿,3892.57万,466,2015-07-02,--,,矿山冶金机械,--,安全生产及节能监控业务和半导体封测装备制造业务
1916,300481,濮阳惠成,濮阳惠成电子材料股份有限公司,濮阳市,台前县,5.41亿,7360.61万,383,2015-06-30,,,其他化学制品,--,从事顺酐酸酐衍生物、功能材料中间体等精细化学品的研发、生产、销售
1917,300482,万孚生物,广州万孚生物技术股份有限公司,广州市,黄埔区,11.45亿,2.25亿,2476,2015-06-30,,,医疗器械,--,快速诊断试剂及配套仪器的研发、制造、营销及服务
1918,300483,沃施股份,上海沃施园艺股份有限公司,上海市,闵行区,3.85亿,654.34万,436,2015-06-30,,,园林工程,--,由天然气业务及园艺用品业务两部分构成。
1919,300484,蓝海华腾,深圳市蓝海华腾技术股份有限公司,深圳市,南山区,5.79亿,1.28亿,412,2016-03-22,,,电气自控设备,--,从事工业自动化控制产品的研发、生产和销售
1920,300485,赛升药业,北京赛升药业股份有限公司,北京市,大兴区,7.50亿,2.82亿,609,2015-06-26,,,化学制剂,--,主要从事生物生化药品的研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1921,300486,东杰智能,东杰智能科技集团股份有限公司,太原市,尖草坪区,5.08亿,3614.95万,586,2015-06-30,,,智能装备,--,智能物流成套装备的设计、制造、安装调试与销售。
1922,300487,蓝晓科技,西安蓝晓科技新材料股份有限公司,西安市,雁塔区,4.44亿,9288.19万,933,2015-07-02,,,其他化学制品,--,"研发、生产和销售吸附分离功能材料,并提供载有特定工艺的系统装置,以及一体化的吸附分离技术服务。"
1923,300488,恒锋工具,恒锋工具股份有限公司,嘉兴市,海盐县,3.24亿,9624.31万,707,2015-07-01,,,机床设备,--,精密复杂刃量具、精密高效刀具、精磨改制、技术开发工艺服务（精密拉削服务、精密搓齿服务、精密车齿服务等）
1924,300489,中飞股份,哈尔滨中飞新技术股份有限公司,哈尔滨市,平房区,1.44亿,1252.57万,306,2015-07-01,,,其他金属新材料,--,高性能铝合金材料及其机加工产品的研发、生产和销售
1925,300490,华自科技,华自科技股份有限公司,长沙市,岳麓区,6.21亿,5615.07万,1691,2015-12-31,,,电气自控设备,--,水利水电自动化系统、变配电保护及自动化系统、水处理及其它工业自动化系统等的研发、制造、销售及设备安装和技术服务。
1926,300491,通合科技,石家庄通合电子科技股份有限公司,石家庄市,裕华区,2.17亿,1071.75万,584,2015-12-31,,,储能设备,--,高频开关电源及相关电子产品的研发、生产和销售。
1927,300492,华图山鼎,华图山鼎设计股份有限公司,成都市,锦江区,1.50亿,2061.31万,370,2015-12-23,--,,调查与咨询服务,--,提供建筑工程设计及相关咨询服务
1928,300493,润欣科技,上海润欣科技股份有限公司,上海市,徐汇区,18.30亿,5469.16万,167,2015-12-10,,,集成电路,--,电子产品、通信设备、软件及器件(音像制品除外)的研发、生产、批发、进出口及相关领域内的技术咨询、技术开发、技术转让、技术服务。
1929,300494,盛天网络,湖北盛天网络技术股份有限公司,武汉市,江夏区,3.88亿,8589.20万,572,2015-12-31,,,游戏,--,从事互联网娱乐平台的设计、开发、推广以及基于此平台上的网络广告推广及互联网增值服务相关业务
1930,300495,美尚生态,美尚生态景观股份有限公司,无锡市,滨湖区,23.04亿,2.84亿,841,2015-12-22,--,,园林工程,--,生态修复与重构和园林景观建设
1931,300496,中科创达,中科创达软件股份有限公司,北京市,海淀区,11.62亿,7613.86万,4909,2015-12-10,,,其他软件服务,--,移动智能终端操作系统产品的研发、销售及提供相关技术服务
1932,300497,富祥药业,江西富祥药业股份有限公司,景德镇市,昌江区,9.58亿,1.74亿,1460,2015-12-22,,,化学原料药,--,专业从事原料药、医药中间体及相关产品研发、生产与销售
1933,300498,温氏股份,温氏食品集团股份有限公司,云浮市,云浮市,556.57亿,69.99亿,50024,2015-11-02,--,,畜牧养殖,--,肉鸡、肉猪的养殖和销售
1934,300499,高澜股份,广州高澜节能技术股份有限公司,广州市,黄埔区,5.59亿,4144.74万,1193,2016-02-02,,,其他输变电设备,--,大功率电力电子装置用纯水冷却设备及控制系统的研发、设计、生产和销售。
1935,300500,启迪设计,启迪设计集团股份有限公司,苏州市,吴中区,5.08亿,8422.23万,1599,2016-02-04,--,,调查与咨询服务,--,从事建筑设计等工程技术服务
1936,300501,海顺新材,上海海顺新型药用包装材料股份有限公司,上海市,松江区,3.76亿,6569.98万,306,2016-02-04,,,医药包装,--,从事直接接触药品的高阻隔包装材料研发、生产和销售
